Yoshingiz,Ta'lim darajangiz,Jinsingiz,lottereya,Hozirda qaysi shahrda va davlatda yashayapsiz?,Davlatni parlament va saylovlar bilan hisoblashmaydigan kuchli davlat rahbari boshqaradigan tuzumga qanday qaraysiz?,"Hukumat emas, ekspertlar guruhi  davlatni boshqaradigan davlat tuzumiga qanday qaraysiz?",Harbiylar (ya'ni armiya) davlatni boshqaradigan davlat tuzumiga qanday qaraysiz?,Erkin va ochiq saylovlar orqali hukumat tepasiga keladigan rahbarlar boshqaradigan davlat tuzumiga qanday qaraysiz?,"Siyosiy partiylar bo'lmagan, Islomiy shariat asosida boshqariladigan davlat tuzumiga qanday qaraysiz?",Bitta partiya bilan boshqariladigan kommunist tuzumiga qanday qaraysiz?,"Rahbarlar emas, oddiy xalq muhim masalalarni ovoz berish yo'li bilan hal qiladigan davlat tuzumiga qanday qaraysiz?",Quyidagilardan qaysilarini demokratiyaning muhim xususiyatlari deb hisoblaysiz? Bir nechta variantni belgilang,Quyidagilardan qaysilarini demokratiyaning muhim xususiyati deb hisoblaysiz? Bir nechta variantni belgilang,Quyidagilardan qaysilarini demokratiyaning muhim xususiyati deb hisoblaysiz? Bir nechta variantni belgilang,5 yil oldingi O'zbekistonni qanchalik demokratik davlat deb hisoblaysiz?,Hozirgi O'zbekistonni qanchalik demokratik davlat deb hisoblaysiz?,Demokratik davlatda yashash Siz uchun qanchalik muhim?,"""O'zbekiston demokratik davlat bo'lishi kerak"". Bu fikrni qanchalik qo'llab-quvvatlaysiz?","""Davlat boshqaruvida Islom dini muhim ahamiyat kasb etishi kerak"". Bu fikrga qanday qaraysiz?"
26,3,Erkak,1,1,1,3,1,10,1,10,2,Hukumat rahbarlari erkin va ochiq saylovlarda saylanishadi;Davlat ishsizlarga moddiy yordam beradi;Ommaviy axborot vositalari davlatni erkin tanqid qilishlari mumkin,Fuqarolarning huquq va erkinliklari ularni davlat zulmidan saqlay olishi kerak;Ayollar erkaklar bilan teng huquqlarga ega bo'lishlari kerak,Hukumat qonunni buzganda sudlar va parlament aralasha oladi;Odamlar fikrlarini erkin ifoda eta olishadi;Davlat barcha fuqarolarni ish bilan ta'minlaydi,2,8,10,To'la qo'llab-quvvatlayman,5
27,3,Erkak,0,0,1,10,1,10,10,1,10,Davlat boylaga soliq soladi va ka'm ta'minlanganlarga yordam beradi;Diniy ulamolar qonunlar qabul qilishadi va sharxlashadi;Hukumat rahbarlari erkin va ochiq saylovlarda saylanishadi,Davlat odamlar daromadlarini teng qilib qo'yishi kerak;Fuqarolarning huquq va erkinliklari ularni davlat zulmidan saqlay olishi kerak,Odamlar fikrlarini erkin ifoda eta olishadi;Davlat barcha fuqarolarni ish bilan ta'minlaydi,1,1,5,Qo'llab-quvvatlayman,10
23,3,Erkak,0,0,1,10,5,10,1,1,9,Hukumat rahbarlari erkin va ochiq saylovlarda saylanishadi;Davlat ishsizlarga moddiy yordam beradi;Ommaviy axborot vositalari davlatni erkin tanqid qilishlari mumkin,Fuqarolarning huquq va erkinliklari ularni davlat zulmidan saqlay olishi kerak;Ayollar erkaklar bilan teng huquqlarga ega bo'lishlari kerak,Hukumat qonunni buzganda sudlar va parlament aralasha oladi;Odamlar fikrlarini erkin ifoda eta olishadi,4,6,10,Qo'llab-quvvatlayman,6
25,2,Erkak,0,0,7,5,4,7,4,3,8,Hukumat rahbarlari erkin va ochiq saylovlarda saylanishadi;Davlat ishsizlarga moddiy yordam beradi;Ommaviy axborot vositalari davlatni erkin tanqid qilishlari mumkin,,,8,8,9,Qo'llab-quvvatlayman,10
24,2,Ayol,1,1,1,8,1,10,1,5,6,Hukumat rahbarlari erkin va ochiq saylovlarda saylanishadi;Ommaviy axborot vositalari davlatni erkin tanqid qilishlari mumkin,Fuqarolarning huquq va erkinliklari ularni davlat zulmidan saqlay olishi kerak;Ayollar erkaklar bilan teng huquqlarga ega bo'lishlari kerak,Hukumat qonunni buzganda sudlar va parlament aralasha oladi;Odamlar fikrlarini erkin ifoda eta olishadi,3,2,8,Qo'llab-quvvatlayman,1
52,3,Erkak,0,0,3,4,3,8,9,4,8,Davlat boylaga soliq soladi va ka'm ta'minlanganlarga yordam beradi;Diniy ulamolar qonunlar qabul qilishadi va sharxlashadi;Hukumat rahbarlari erkin va ochiq saylovlarda saylanishadi;Davlat ishsizlarga moddiy yordam beradi;Ommaviy axborot vositalari davlatni erkin tanqid qilishlari mumkin,Fuqarolarning huquq va erkinliklari ularni davlat zulmidan saqlay olishi kerak,"Hukumat qonunni buzganda sudlar va parlament aralasha oladi;Odamlarda asosiy ehtiyojlari (uy-joy, oziq-ovqat va kiyimlar) qondirilgan;Odamlar fikrlarini erkin ifoda eta olishadi",5,6,9,Qo'llab-quvvatlayman,9
25,2,Erkak,0,0,3,3,1,10,1,1,9,Hukumat rahbarlari erkin va ochiq saylovlarda saylanishadi;Ommaviy axborot vositalari davlatni erkin tanqid qilishlari mumkin,Fuqarolarning huquq va erkinliklari ularni davlat zulmidan saqlay olishi kerak;Ayollar erkaklar bilan teng huquqlarga ega bo'lishlari kerak,Hukumat qonunni buzganda sudlar va parlament aralasha oladi;Odamlar fikrlarini erkin ifoda eta olishadi,1,3,10,To'la qo'llab-quvvatlayman,1
26,2,Erkak,1,1,7,10,10,10,10,10,10,Davlat boylaga soliq soladi va ka'm ta'minlanganlarga yordam beradi,Davlat boshqaruvni uddalay olmaganda harbiylar boshqaruvni o'z qo'liga olishlari kerak,"Odamlarda asosiy ehtiyojlari (uy-joy, oziq-ovqat va kiyimlar) qondirilgan",10,10,5,To'la qo'llab-quvvatlayman,3
27,1,Erkak,1,1,7,10,10,10,10,10,10,Davlat boylaga soliq soladi va ka'm ta'minlanganlarga yordam beradi,Davlat boshqaruvni uddalay olmaganda harbiylar boshqaruvni o'z qo'liga olishlari kerak,"Odamlarda asosiy ehtiyojlari (uy-joy, oziq-ovqat va kiyimlar) qondirilgan",10,10,5,To'la qo'llab-quvvatlayman,3
25,2,Erkak,0,0,1,10,1,10,1,1,10,Davlat boylaga soliq soladi va ka'm ta'minlanganlarga yordam beradi;Hukumat rahbarlari erkin va ochiq saylovlarda saylanishadi;Davlat ishsizlarga moddiy yordam beradi;Ommaviy axborot vositalari davlatni erkin tanqid qilishlari mumkin,Fuqarolarning huquq va erkinliklari ularni davlat zulmidan saqlay olishi kerak,Hukumat qonunni buzganda sudlar va parlament aralasha oladi;Odamlar fikrlarini erkin ifoda eta olishadi,3,5,8,To'la qo'llab-quvvatlayman,7
24,2,Erkak,0,0,6,3,1,10,4,1,8,Davlat boylaga soliq soladi va ka'm ta'minlanganlarga yordam beradi;Hukumat rahbarlari erkin va ochiq saylovlarda saylanishadi;Ommaviy axborot vositalari davlatni erkin tanqid qilishlari mumkin,Fuqarolarning huquq va erkinliklari ularni davlat zulmidan saqlay olishi kerak;Ayollar erkaklar bilan teng huquqlarga ega bo'lishlari kerak,Hukumat qonunni buzganda sudlar va parlament aralasha oladi;Odamlar fikrlarini erkin ifoda eta olishadi,6,8,9,To'la qo'llab-quvvatlayman,3
23,3,Erkak,0,0,1,5,4,10,5,1,10,Hukumat rahbarlari erkin va ochiq saylovlarda saylanishadi;Ommaviy axborot vositalari davlatni erkin tanqid qilishlari mumkin,Fuqarolarning huquq va erkinliklari ularni davlat zulmidan saqlay olishi kerak;Ayollar erkaklar bilan teng huquqlarga ega bo'lishlari kerak,Hukumat qonunni buzganda sudlar va parlament aralasha oladi;Odamlar fikrlarini erkin ifoda eta olishadi,3,7,10,To'la qo'llab-quvvatlayman,4
27,2,Erkak,1,0,,,,,,,,Hukumat rahbarlari erkin va ochiq saylovlarda saylanishadi;Ommaviy axborot vositalari davlatni erkin tanqid qilishlari mumkin,,Odamlar fikrlarini erkin ifoda eta olishadi,,,,,
28,2,Erkak,0,0,2,2,1,9,8,3,2,Hukumat rahbarlari erkin va ochiq saylovlarda saylanishadi,Fuqarolarning huquq va erkinliklari ularni davlat zulmidan saqlay olishi kerak,Hukumat qonunni buzganda sudlar va parlament aralasha oladi;Odamlar fikrlarini erkin ifoda eta olishadi,2,3,3,To'la qo'llab-quvvatlayman,9
26,1,Erkak,0,0,2,2,1,9,8,3,2,Hukumat rahbarlari erkin va ochiq saylovlarda saylanishadi,Fuqarolarning huquq va erkinliklari ularni davlat zulmidan saqlay olishi kerak,Hukumat qonunni buzganda sudlar va parlament aralasha oladi;Odamlar fikrlarini erkin ifoda eta olishadi,2,3,3,To'la qo'llab-quvvatlayman,9
28,2,Erkak,0,0,6,6,1,10,2,2,10,Ommaviy axborot vositalari davlatni erkin tanqid qilishlari mumkin,Ayollar erkaklar bilan teng huquqlarga ega bo'lishlari kerak,Odamlar fikrlarini erkin ifoda eta olishadi,6,8,10,Qo'llab-quvvatlayman,9
44,2,Erkak,0,0,4,8,4,9,5,2,9,Diniy ulamolar qonunlar qabul qilishadi va sharxlashadi;Hukumat rahbarlari erkin va ochiq saylovlarda saylanishadi;Davlat ishsizlarga moddiy yordam beradi;Ommaviy axborot vositalari davlatni erkin tanqid qilishlari mumkin,Fuqarolarning huquq va erkinliklari ularni davlat zulmidan saqlay olishi kerak;Ayollar erkaklar bilan teng huquqlarga ega bo'lishlari kerak,"Hukumat qonunni buzganda sudlar va parlament aralasha oladi;Odamlarda asosiy ehtiyojlari (uy-joy, oziq-ovqat va kiyimlar) qondirilgan;Odamlar fikrlarini erkin ifoda eta olishadi",6,6,9,Qo'llab-quvvatlayman,9
54,2,Erkak,0,0,6,7,3,10,4,3,7,Hukumat rahbarlari erkin va ochiq saylovlarda saylanishadi;Davlat ishsizlarga moddiy yordam beradi;Ommaviy axborot vositalari davlatni erkin tanqid qilishlari mumkin,Fuqarolarning huquq va erkinliklari ularni davlat zulmidan saqlay olishi kerak,"Hukumat qonunni buzganda sudlar va parlament aralasha oladi;Odamlarda asosiy ehtiyojlari (uy-joy, oziq-ovqat va kiyimlar) qondirilgan;Odamlar fikrlarini erkin ifoda eta olishadi;Davlat barcha fuqarolarni ish bilan ta'minlaydi",2,6,9,To'la qo'llab-quvvatlayman,7
23,2,Erkak,1,1,1,5,1,8,1,1,10,Hukumat rahbarlari erkin va ochiq saylovlarda saylanishadi;Ommaviy axborot vositalari davlatni erkin tanqid qilishlari mumkin,Fuqarolarning huquq va erkinliklari ularni davlat zulmidan saqlay olishi kerak;Ayollar erkaklar bilan teng huquqlarga ega bo'lishlari kerak,Hukumat qonunni buzganda sudlar va parlament aralasha oladi;Odamlar fikrlarini erkin ifoda eta olishadi,1,3,7,Qo'llab-quvvatlayman,1
33,2,Erkak,1,1,1,6,1,10,1,1,1,Davlat boylaga soliq soladi va ka'm ta'minlanganlarga yordam beradi;Hukumat rahbarlari erkin va ochiq saylovlarda saylanishadi;Davlat ishsizlarga moddiy yordam beradi,Fuqarolarning huquq va erkinliklari ularni davlat zulmidan saqlay olishi kerak;Ayollar erkaklar bilan teng huquqlarga ega bo'lishlari kerak,"Hukumat qonunni buzganda sudlar va parlament aralasha oladi;Odamlarda asosiy ehtiyojlari (uy-joy, oziq-ovqat va kiyimlar) qondirilgan;Odamlar fikrlarini erkin ifoda eta olishadi",3,6,10,To'la qo'llab-quvvatlayman,7
22,3,Erkak,0,0,1,7,1,9,10,1,4,Hukumat rahbarlari erkin va ochiq saylovlarda saylanishadi;Ommaviy axborot vositalari davlatni erkin tanqid qilishlari mumkin,Fuqarolarning huquq va erkinliklari ularni davlat zulmidan saqlay olishi kerak,"Hukumat qonunni buzganda sudlar va parlament aralasha oladi;Odamlarda asosiy ehtiyojlari (uy-joy, oziq-ovqat va kiyimlar) qondirilgan;Odamlar fikrlarini erkin ifoda eta olishadi",1,4,7,Qo'llab-quvvatlayman,10
34,2,Erkak,1,1,1,4,2,9,6,1,10,Hukumat rahbarlari erkin va ochiq saylovlarda saylanishadi;Ommaviy axborot vositalari davlatni erkin tanqid qilishlari mumkin,Fuqarolarning huquq va erkinliklari ularni davlat zulmidan saqlay olishi kerak;Ayollar erkaklar bilan teng huquqlarga ega bo'lishlari kerak,"Hukumat qonunni buzganda sudlar va parlament aralasha oladi;Odamlarda asosiy ehtiyojlari (uy-joy, oziq-ovqat va kiyimlar) qondirilgan;Odamlar fikrlarini erkin ifoda eta olishadi",2,3,10,To'la qo'llab-quvvatlayman,4
34,2,Erkak,1,1,1,6,7,8,10,1,10,Hukumat rahbarlari erkin va ochiq saylovlarda saylanishadi;Ommaviy axborot vositalari davlatni erkin tanqid qilishlari mumkin,Davlat odamlar daromadlarini teng qilib qo'yishi kerak;Fuqarolarning huquq va erkinliklari ularni davlat zulmidan saqlay olishi kerak,Hukumat qonunni buzganda sudlar va parlament aralasha oladi;Odamlar fikrlarini erkin ifoda eta olishadi,3,5,10,Qo'llab-quvvatlayman,10
23,2,Erkak,0,0,3,7,2,6,2,3,6,Hukumat rahbarlari erkin va ochiq saylovlarda saylanishadi;Ommaviy axborot vositalari davlatni erkin tanqid qilishlari mumkin,Fuqarolarning huquq va erkinliklari ularni davlat zulmidan saqlay olishi kerak;Ayollar erkaklar bilan teng huquqlarga ega bo'lishlari kerak,Hukumat qonunni buzganda sudlar va parlament aralasha oladi;Odamlar fikrlarini erkin ifoda eta olishadi,3,6,6,To'la qo'llab-quvvatlayman,7
44,2,Erkak,0,0,1,10,6,5,10,1,6,Davlat boylaga soliq soladi va ka'm ta'minlanganlarga yordam beradi;Diniy ulamolar qonunlar qabul qilishadi va sharxlashadi;Ommaviy axborot vositalari davlatni erkin tanqid qilishlari mumkin,Fuqarolarning huquq va erkinliklari ularni davlat zulmidan saqlay olishi kerak;Davlat boshqaruvni uddalay olmaganda harbiylar boshqaruvni o'z qo'liga olishlari kerak,"Hukumat qonunni buzganda sudlar va parlament aralasha oladi;Odamlarda asosiy ehtiyojlari (uy-joy, oziq-ovqat va kiyimlar) qondirilgan;Odamlar fikrlarini erkin ifoda eta olishadi",1,5,10,Qo'llab-quvvatlayman,10
23,2,Ayol,0,0,5,3,1,10,1,2,10,Hukumat rahbarlari erkin va ochiq saylovlarda saylanishadi,Fuqarolarning huquq va erkinliklari ularni davlat zulmidan saqlay olishi kerak,Odamlar fikrlarini erkin ifoda eta olishadi,10,9,10,Qo'llab-quvvatlayman,7
67,3,Erkak,0,0,2,4,3,4,5,9,5,Diniy ulamolar qonunlar qabul qilishadi va sharxlashadi;Davlat ishsizlarga moddiy yordam beradi,Fuqarolarning huquq va erkinliklari ularni davlat zulmidan saqlay olishi kerak;Ayollar erkaklar bilan teng huquqlarga ega bo'lishlari kerak,"Odamlarda asosiy ehtiyojlari (uy-joy, oziq-ovqat va kiyimlar) qondirilgan;Odamlar fikrlarini erkin ifoda eta olishadi",3,3,5,Qo'llab-quvvatlayman,4
23,1,Ayol,1,0,3,2,2,9,5,2,9,Hukumat rahbarlari erkin va ochiq saylovlarda saylanishadi,Fuqarolarning huquq va erkinliklari ularni davlat zulmidan saqlay olishi kerak;Ayollar erkaklar bilan teng huquqlarga ega bo'lishlari kerak,Hukumat qonunni buzganda sudlar va parlament aralasha oladi;Odamlar fikrlarini erkin ifoda eta olishadi,8,9,10,,7
34,1,Erkak,0,0,2,6,10,10,10,1,10,Hukumat rahbarlari erkin va ochiq saylovlarda saylanishadi;Ommaviy axborot vositalari davlatni erkin tanqid qilishlari mumkin,Davlat odamlar daromadlarini teng qilib qo'yishi kerak;Davlat boshqaruvni uddalay olmaganda harbiylar boshqaruvni o'z qo'liga olishlari kerak,Davlat barcha fuqarolarni ish bilan ta'minlaydi,5,5,5,Bu savolga neytral qarayman,10
32,2,Ayol,0,0,1,1,2,10,2,1,7,Davlat boylaga soliq soladi va ka'm ta'minlanganlarga yordam beradi;Hukumat rahbarlari erkin va ochiq saylovlarda saylanishadi;Davlat ishsizlarga moddiy yordam beradi;Ommaviy axborot vositalari davlatni erkin tanqid qilishlari mumkin,Fuqarolarning huquq va erkinliklari ularni davlat zulmidan saqlay olishi kerak;Ayollar erkaklar bilan teng huquqlarga ega bo'lishlari kerak,"Hukumat qonunni buzganda sudlar va parlament aralasha oladi;Odamlarda asosiy ehtiyojlari (uy-joy, oziq-ovqat va kiyimlar) qondirilgan;Odamlar fikrlarini erkin ifoda eta olishadi;Davlat barcha fuqarolarni ish bilan ta'minlaydi",7,9,10,To'la qo'llab-quvvatlayman,6
31,1,Ayol,1,1,6,6,10,6,6,5,8,Hukumat rahbarlari erkin va ochiq saylovlarda saylanishadi;Davlat ishsizlarga moddiy yordam beradi;Ommaviy axborot vositalari davlatni erkin tanqid qilishlari mumkin,Fuqarolarning huquq va erkinliklari ularni davlat zulmidan saqlay olishi kerak;Davlat boshqaruvni uddalay olmaganda harbiylar boshqaruvni o'z qo'liga olishlari kerak;Ayollar erkaklar bilan teng huquqlarga ega bo'lishlari kerak,Odamlar fikrlarini erkin ifoda eta olishadi;Davlat barcha fuqarolarni ish bilan ta'minlaydi,7,7,9,Qo'llab-quvvatlayman,8
28,2,Erkak,0,0,1,4,10,3,10,3,7,Davlat boylaga soliq soladi va ka'm ta'minlanganlarga yordam beradi;Diniy ulamolar qonunlar qabul qilishadi va sharxlashadi;Hukumat rahbarlari erkin va ochiq saylovlarda saylanishadi;Ommaviy axborot vositalari davlatni erkin tanqid qilishlari mumkin,Fuqarolarning huquq va erkinliklari ularni davlat zulmidan saqlay olishi kerak;Davlat boshqaruvni uddalay olmaganda harbiylar boshqaruvni o'z qo'liga olishlari kerak,Hukumat qonunni buzganda sudlar va parlament aralasha oladi;Odamlar fikrlarini erkin ifoda eta olishadi;Davlat barcha fuqarolarni ish bilan ta'minlaydi,5,2,10,Qo'llab-quvvatlayman,10
27,1,Erkak,1,1,3,10,1,10,5,1,5,Hukumat rahbarlari erkin va ochiq saylovlarda saylanishadi;Davlat ishsizlarga moddiy yordam beradi;Ommaviy axborot vositalari davlatni erkin tanqid qilishlari mumkin,Ayollar erkaklar bilan teng huquqlarga ega bo'lishlari kerak,"Hukumat qonunni buzganda sudlar va parlament aralasha oladi;Odamlarda asosiy ehtiyojlari (uy-joy, oziq-ovqat va kiyimlar) qondirilgan;Odamlar fikrlarini erkin ifoda eta olishadi;Davlat barcha fuqarolarni ish bilan ta'minlaydi",8,8,10,Qo'llab-quvvatlayman,5
26,2,Erkak,1,1,,,,,,,,,,,,,,,
25,2,Erkak,0,0,2,9,1,10,3,1,10,Hukumat rahbarlari erkin va ochiq saylovlarda saylanishadi;Davlat ishsizlarga moddiy yordam beradi;Ommaviy axborot vositalari davlatni erkin tanqid qilishlari mumkin,Fuqarolarning huquq va erkinliklari ularni davlat zulmidan saqlay olishi kerak;Ayollar erkaklar bilan teng huquqlarga ega bo'lishlari kerak,"Hukumat qonunni buzganda sudlar va parlament aralasha oladi;Odamlarda asosiy ehtiyojlari (uy-joy, oziq-ovqat va kiyimlar) qondirilgan;Odamlar fikrlarini erkin ifoda eta olishadi",8,8,10,Qo'llab-quvvatlayman,3
24,2,Ayol,0,0,2,3,1,10,10,10,10,Davlat ishsizlarga moddiy yordam beradi,Ayollar erkaklar bilan teng huquqlarga ega bo'lishlari kerak,"Odamlarda asosiy ehtiyojlari (uy-joy, oziq-ovqat va kiyimlar) qondirilgan",5,6,10,Qo'llab-quvvatlayman,10
25,1,Ayol,0,0,3,1,3,5,1,,,,,,3,10,10,,
24,1,Erkak,0,0,2,1,1,10,5,1,1,Hukumat rahbarlari erkin va ochiq saylovlarda saylanishadi;Ommaviy axborot vositalari davlatni erkin tanqid qilishlari mumkin,Fuqarolarning huquq va erkinliklari ularni davlat zulmidan saqlay olishi kerak;Ayollar erkaklar bilan teng huquqlarga ega bo'lishlari kerak,Hukumat qonunni buzganda sudlar va parlament aralasha oladi;Odamlar fikrlarini erkin ifoda eta olishadi,10,10,10,To'la qo'llab-quvvatlayman,5
52,1,Erkak,0,0,4,2,3,8,1,9,5,Diniy ulamolar qonunlar qabul qilishadi va sharxlashadi;Hukumat rahbarlari erkin va ochiq saylovlarda saylanishadi;Davlat ishsizlarga moddiy yordam beradi,Fuqarolarning huquq va erkinliklari ularni davlat zulmidan saqlay olishi kerak,Hukumat qonunni buzganda sudlar va parlament aralasha oladi;Odamlar fikrlarini erkin ifoda eta olishadi;Davlat barcha fuqarolarni ish bilan ta'minlaydi,6,9,10,To'la qo'llab-quvvatlayman,7
25,1,Ayol,1,1,2,2,1,10,1,1,10,Hukumat rahbarlari erkin va ochiq saylovlarda saylanishadi;Davlat ishsizlarga moddiy yordam beradi;Ommaviy axborot vositalari davlatni erkin tanqid qilishlari mumkin,Ayollar erkaklar bilan teng huquqlarga ega bo'lishlari kerak,Odamlar fikrlarini erkin ifoda eta olishadi,,10,10,To'la qo'llab-quvvatlayman,2
26,2,Erkak,1,1,6,8,3,8,8,1,10,Davlat boylaga soliq soladi va ka'm ta'minlanganlarga yordam beradi;Diniy ulamolar qonunlar qabul qilishadi va sharxlashadi;Davlat ishsizlarga moddiy yordam beradi;Ommaviy axborot vositalari davlatni erkin tanqid qilishlari mumkin,Fuqarolarning huquq va erkinliklari ularni davlat zulmidan saqlay olishi kerak,"Odamlarda asosiy ehtiyojlari (uy-joy, oziq-ovqat va kiyimlar) qondirilgan;Odamlar fikrlarini erkin ifoda eta olishadi",7,8,9,Qo'llab-quvvatlayman,10
27,2,Ayol,0,0,1,2,1,1,1,1,10,Davlat ishsizlarga moddiy yordam beradi,Fuqarolarning huquq va erkinliklari ularni davlat zulmidan saqlay olishi kerak,Odamlar fikrlarini erkin ifoda eta olishadi,9,9,10,,1
25,2,Erkak,0,0,1,1,1,10,1,1,10,Hukumat rahbarlari erkin va ochiq saylovlarda saylanishadi;Davlat ishsizlarga moddiy yordam beradi;Ommaviy axborot vositalari davlatni erkin tanqid qilishlari mumkin,Davlat odamlar daromadlarini teng qilib qo'yishi kerak;Fuqarolarning huquq va erkinliklari ularni davlat zulmidan saqlay olishi kerak;Ayollar erkaklar bilan teng huquqlarga ega bo'lishlari kerak,"Hukumat qonunni buzganda sudlar va parlament aralasha oladi;Odamlarda asosiy ehtiyojlari (uy-joy, oziq-ovqat va kiyimlar) qondirilgan;Odamlar fikrlarini erkin ifoda eta olishadi;Davlat barcha fuqarolarni ish bilan ta'minlaydi",6,7,10,Qo'llab-quvvatlayman,7
24,2,Erkak,0,0,1,8,1,10,5,1,10,Hukumat rahbarlari erkin va ochiq saylovlarda saylanishadi;Ommaviy axborot vositalari davlatni erkin tanqid qilishlari mumkin,Fuqarolarning huquq va erkinliklari ularni davlat zulmidan saqlay olishi kerak;Ayollar erkaklar bilan teng huquqlarga ega bo'lishlari kerak,"Hukumat qonunni buzganda sudlar va parlament aralasha oladi;Odamlarda asosiy ehtiyojlari (uy-joy, oziq-ovqat va kiyimlar) qondirilgan;Odamlar fikrlarini erkin ifoda eta olishadi;Davlat barcha fuqarolarni ish bilan ta'minlaydi",1,3,10,Qo'llab-quvvatlayman,3
23,2,Ayol,0,0,3,3,2,8,10,5,9,Hukumat rahbarlari erkin va ochiq saylovlarda saylanishadi,Davlat odamlar daromadlarini teng qilib qo'yishi kerak,Hukumat qonunni buzganda sudlar va parlament aralasha oladi,9,6,9,To'la qo'llab-quvvatlayman,9
27,1,Erkak,0,0,1,3,1,10,2,1,10,Hukumat rahbarlari erkin va ochiq saylovlarda saylanishadi;Ommaviy axborot vositalari davlatni erkin tanqid qilishlari mumkin,Fuqarolarning huquq va erkinliklari ularni davlat zulmidan saqlay olishi kerak;Ayollar erkaklar bilan teng huquqlarga ega bo'lishlari kerak,Hukumat qonunni buzganda sudlar va parlament aralasha oladi;Odamlar fikrlarini erkin ifoda eta olishadi,2,3,10,To'la qo'llab-quvvatlayman,2
28,1,Erkak,1,0,1,3,1,10,1,1,10,Hukumat rahbarlari erkin va ochiq saylovlarda saylanishadi;Davlat ishsizlarga moddiy yordam beradi;Ommaviy axborot vositalari davlatni erkin tanqid qilishlari mumkin,Fuqarolarning huquq va erkinliklari ularni davlat zulmidan saqlay olishi kerak;Ayollar erkaklar bilan teng huquqlarga ega bo'lishlari kerak,"Hukumat qonunni buzganda sudlar va parlament aralasha oladi;Odamlarda asosiy ehtiyojlari (uy-joy, oziq-ovqat va kiyimlar) qondirilgan;Odamlar fikrlarini erkin ifoda eta olishadi",1,3,10,To'la qo'llab-quvvatlayman,10
26,1,Erkak,0,0,5,1,2,10,1,1,10,Hukumat rahbarlari erkin va ochiq saylovlarda saylanishadi,Fuqarolarning huquq va erkinliklari ularni davlat zulmidan saqlay olishi kerak,Odamlar fikrlarini erkin ifoda eta olishadi,5,8,8,Qo'llab-quvvatlayman,4
28,2,Ayol,0,0,3,3,4,9,3,2,2,Hukumat rahbarlari erkin va ochiq saylovlarda saylanishadi;Davlat ishsizlarga moddiy yordam beradi;Ommaviy axborot vositalari davlatni erkin tanqid qilishlari mumkin,Fuqarolarning huquq va erkinliklari ularni davlat zulmidan saqlay olishi kerak;Ayollar erkaklar bilan teng huquqlarga ega bo'lishlari kerak,Hukumat qonunni buzganda sudlar va parlament aralasha oladi;Odamlar fikrlarini erkin ifoda eta olishadi;Davlat barcha fuqarolarni ish bilan ta'minlaydi,10,10,10,To'la qo'llab-quvvatlayman,6
44,1,Ayol,0,0,1,10,4,10,1,1,10,Hukumat rahbarlari erkin va ochiq saylovlarda saylanishadi;Ommaviy axborot vositalari davlatni erkin tanqid qilishlari mumkin,Fuqarolarning huquq va erkinliklari ularni davlat zulmidan saqlay olishi kerak;Ayollar erkaklar bilan teng huquqlarga ega bo'lishlari kerak,Hukumat qonunni buzganda sudlar va parlament aralasha oladi;Odamlar fikrlarini erkin ifoda eta olishadi,9,7,10,Qo'llab-quvvatlayman,7
47,1,Ayol,0,0,,,,10,1,2,5,Hukumat rahbarlari erkin va ochiq saylovlarda saylanishadi;Davlat ishsizlarga moddiy yordam beradi;Ommaviy axborot vositalari davlatni erkin tanqid qilishlari mumkin,,,8,10,10,To'la qo'llab-quvvatlayman,4
46,2,Ayol,0,0,6,,,,,,,,,,,,,,
34,2,Erkak,0,0,1,5,1,10,1,1,7,Hukumat rahbarlari erkin va ochiq saylovlarda saylanishadi;Ommaviy axborot vositalari davlatni erkin tanqid qilishlari mumkin,Fuqarolarning huquq va erkinliklari ularni davlat zulmidan saqlay olishi kerak,Hukumat qonunni buzganda sudlar va parlament aralasha oladi;Odamlar fikrlarini erkin ifoda eta olishadi,3,5,10,Qo'llab-quvvatlayman,5
34,3,Ayol,0,0,5,4,4,7,5,3,5,Hukumat rahbarlari erkin va ochiq saylovlarda saylanishadi;Davlat ishsizlarga moddiy yordam beradi;Ommaviy axborot vositalari davlatni erkin tanqid qilishlari mumkin,Ayollar erkaklar bilan teng huquqlarga ega bo'lishlari kerak,Hukumat qonunni buzganda sudlar va parlament aralasha oladi;Odamlar fikrlarini erkin ifoda eta olishadi,6,6,9,To'la qo'llab-quvvatlayman,10
45,2,Erkak,0,0,3,5,2,7,10,1,6,Hukumat rahbarlari erkin va ochiq saylovlarda saylanishadi,Fuqarolarning huquq va erkinliklari ularni davlat zulmidan saqlay olishi kerak,Hukumat qonunni buzganda sudlar va parlament aralasha oladi;Odamlar fikrlarini erkin ifoda eta olishadi,3,6,8,Bu savolga neytral qarayman,10
51,2,Erkak,1,1,1,5,1,10,2,2,10,Hukumat rahbarlari erkin va ochiq saylovlarda saylanishadi;Davlat ishsizlarga moddiy yordam beradi;Ommaviy axborot vositalari davlatni erkin tanqid qilishlari mumkin,Fuqarolarning huquq va erkinliklari ularni davlat zulmidan saqlay olishi kerak,"Odamlarda asosiy ehtiyojlari (uy-joy, oziq-ovqat va kiyimlar) qondirilgan;Odamlar fikrlarini erkin ifoda eta olishadi;Davlat barcha fuqarolarni ish bilan ta'minlaydi",1,1,10,Qo'llab-quvvatlayman,6
